2020-12-31 04:25:31,2950
2021-01-02 11:54:07,2730
2021-01-04 19:22:44,2360
2021-01-07 02:51:21,2140
2021-01-09 10:19:58,2130
2021-01-11 17:48:35,2360
2021-01-14 01:17:12,2390
2021-01-16 08:45:49,2370
2021-01-18 16:14:26,2330
2021-01-20 23:43:03,2190
2021-01-23 07:11:40,2020
2021-01-25 14:40:16,1960
2021-01-27 22:08:53,1990
2021-01-30 05:37:30,2040
2021-02-01 13:06:07,2070
2021-02-03 20:34:44,2060
2021-02-06 04:03:21,2050
2021-02-08 11:31:58,1990
2021-02-10 19:00:35,1970
2021-02-13 02:29:12,1920
2021-02-15 09:57:49,1910
2021-02-17 17:26:25,1930
2021-02-20 00:55:02,1960
2021-02-22 08:23:39,1940
2021-02-24 15:52:16,1950
2021-02-26 23:20:53,1980
2021-03-01 06:49:30,1940
2021-03-03 14:18:07,1960
2021-03-05 21:46:44,1980
2021-03-08 05:15:21,1910
2021-03-10 12:43:58,1990
2021-03-12 20:12:34,1950
2021-03-15 03:41:11,1910
2021-03-17 11:09:48,1980
2021-03-19 18:38:25,2080
2021-03-22 02:07:02,2160
2021-03-24 09:35:39,2190
2021-03-26 17:04:16,2230
2021-03-29 00:32:53,2230
2021-03-31 08:01:30,2150
2021-04-02 15:30:07,2200
2021-04-04 22:58:43,2250
2021-04-07 06:27:20,2270
2021-04-09 13:55:57,2280
2021-04-11 21:24:34,2260
2021-04-14 04:53:11,2230
2021-04-16 12:21:48,2300
2021-04-18 19:50:25,2370
2021-04-21 03:19:02,2420
2021-04-23 10:47:39,2390
2021-04-25 18:16:16,2400
2021-04-28 01:44:52,2330
2021-04-30 09:13:29,2350
2021-05-02 16:42:06,2330
2021-05-05 00:10:43,2300
2021-05-07 07:39:20,2230
2021-05-09 15:07:57,2240
2021-05-11 22:36:34,2200
2021-05-14 06:05:11,2230
2021-05-16 13:33:48,2260
2021-05-18 21:02:25,2260
2021-05-21 04:31:01,2250
2021-05-23 11:59:38,2280
2021-05-25 19:28:15,2340
2021-05-28 02:56:52,2390
2021-05-30 10:25:29,2340
2021-06-01 17:54:06,2340
2021-06-04 01:22:43,2370
2021-06-06 08:51:20,2370
2021-06-08 16:19:57,2340
2021-06-10 23:48:34,2390
2021-06-13 07:17:10,2410
2021-06-15 14:45:47,2370
2021-06-17 22:14:24,2310
2021-06-20 05:43:01,2260
2021-06-22 13:11:38,2210
2021-06-24 20:40:15,2190
2021-06-27 04:08:52,2110
2021-06-29 11:37:29,2070
2021-07-01 19:06:06,2050
2021-07-04 02:34:43,2070
2021-07-06 10:03:19,2090
2021-07-08 17:31:56,2130
2021-07-11 01:00:33,2180
2021-07-13 08:29:10,2160
2021-07-15 15:57:47,2190
2021-07-17 23:26:24,2200
2021-07-20 06:55:01,2170
2021-07-22 14:23:38,2160
2021-07-24 21:52:15,2240
2021-07-27 05:20:52,2200
2021-07-29 12:49:28,2230
2021-07-31 20:18:05,2230
2021-08-03 03:46:42,2170
2021-08-05 11:15:19,2150
2021-08-07 18:43:56,2200
2021-08-10 02:12:33,2190
2021-08-12 09:41:10,2190
2021-08-14 17:09:47,2230
2021-08-17 00:38:24,2210
