2021-07-08 03:28:20,1950
2021-07-08 13:35:55,1950
2021-07-08 23:43:30,1950
2021-07-09 09:51:05,1630
2021-07-09 19:58:41,1630
2021-07-10 06:06:16,1630
2021-07-10 16:13:51,1560
2021-07-11 02:21:26,1560
2021-07-11 12:29:02,1560
2021-07-11 22:36:37,1680
2021-07-12 08:44:12,1520
2021-07-12 18:51:48,1770
2021-07-13 04:59:23,1390
2021-07-13 15:06:58,1910
2021-07-14 01:14:33,1840
2021-07-14 11:22:09,1960
2021-07-14 21:29:44,1770
2021-07-15 07:37:19,1440
2021-07-15 17:44:55,1350
2021-07-16 03:52:30,1220
2021-07-16 14:00:05,1250
2021-07-17 00:07:40,1200
2021-07-17 10:15:16,1120
2021-07-17 20:22:51,1180
2021-07-18 06:30:26,1140
2021-07-18 16:38:02,1200
2021-07-19 02:45:37,1170
2021-07-19 12:53:12,1150
2021-07-19 23:00:47,1170
2021-07-20 09:08:23,1250
2021-07-20 19:15:58,1200
2021-07-21 05:23:33,1240
2021-07-21 15:31:08,1360
2021-07-22 01:38:44,1410
2021-07-22 11:46:19,1380
2021-07-22 21:53:54,1450
2021-07-23 08:01:30,1470
2021-07-23 18:09:05,1450
2021-07-24 04:16:40,1420
2021-07-24 14:24:15,1490
2021-07-25 00:31:51,1460
2021-07-25 10:39:26,1400
2021-07-25 20:47:01,1490
2021-07-26 06:54:37,1450
2021-07-26 17:02:12,1420
2021-07-27 03:09:47,1410
2021-07-27 13:17:22,1460
2021-07-27 23:24:58,1430
2021-07-28 09:32:33,1480
2021-07-28 19:40:08,1490
2021-07-29 05:47:44,1460
2021-07-29 15:55:19,1390
2021-07-30 02:02:54,1330
2021-07-30 12:10:29,1420
2021-07-30 22:18:05,1420
2021-07-31 08:25:40,1410
2021-07-31 18:33:15,1470
2021-08-01 04:40:50,1450
2021-08-01 14:48:26,1360
2021-08-02 00:56:01,1370
2021-08-02 11:03:36,1380
2021-08-02 21:11:12,1380
2021-08-03 07:18:47,1420
2021-08-03 17:26:22,1450
2021-08-04 03:33:57,1420
2021-08-04 13:41:33,1450
2021-08-04 23:49:08,1480
2021-08-05 09:56:43,1490
2021-08-05 20:04:19,1500
2021-08-06 06:11:54,1420
2021-08-06 16:19:29,1440
2021-08-07 02:27:04,1440
2021-08-07 12:34:40,1400
2021-08-07 22:42:15,1420
2021-08-08 08:49:50,1460
2021-08-08 18:57:26,1440
2021-08-09 05:05:01,1460
2021-08-09 15:12:36,1420
2021-08-10 01:20:11,1450
2021-08-10 11:27:47,1450
2021-08-10 21:35:22,1420
2021-08-11 07:42:57,1450
2021-08-11 17:50:32,1520
2021-08-12 03:58:08,1520
2021-08-12 14:05:43,1520
2021-08-13 00:13:18,1510
2021-08-13 10:20:54,1510
2021-08-13 20:28:29,1530
2021-08-14 06:36:04,1530
2021-08-14 16:43:39,1520
2021-08-15 02:51:15,1520
2021-08-15 12:58:50,1520
2021-08-15 23:06:25,1530
2021-08-16 09:14:01,1520
2021-08-16 19:21:36,1490
2021-08-17 05:29:11,1450
2021-08-17 15:36:46,1490
2021-08-18 01:44:22,1470
2021-08-18 11:51:57,1490
2021-08-18 21:59:32,1460
